x,y,saturation,concentration
0.005,0.005,0,0.224210624129881
0.015,0.005,0,0.224210624129881
0.025,0.005,0,0.224210624129881
0.035,0.005,0,0.224210624129881
0.045,0.005,0,0.224210624129881
0.055,0.005,0,0.224210624129881
0.065,0.005,0,0.224210624129881
0.075,0.005,0,0.224210624129881
0.085,0.005,0,0.224210624129881
0.095,0.005,0,0.224210624129881
0.105,0.005,0,0.224210624129881
0.115,0.005,0,0.224210624129881
0.125,0.005,0,0.224210624129881
0.135,0.005,0,0.224210624129881
0.145,0.005,0,0.224210624129881
0.155,0.005,0,0.224210624129881
0.165,0.005,0,0.224210624129881
0.175,0.005,0,0.224210624129881
0.185,0.005,0,0.224210624129881
0.195,0.005,0,0.224210624129881
0.205,0.005,0,0.224210624129881
0.215,0.005,0,0.224210624129881
0.225,0.005,0,0.224210624129881
0.235,0.005,0,0.224210624129881
0.245,0.005,0,0.224210624129881
0.255,0.005,0,0.224210624129881
0.265,0.005,0,0.224210624129881
0.275,0.005,0,0.224210624129881
0.285,0.005,0,0.224210624129881
0.295,0.005,0,0.224210624129881
0.305,0.005,0,0.224210624129881
0.315,0.005,0,0.224210624129881
0.325,0.005,0,0.224210624129881
0.335,0.005,0,0.224210624129881
0.345,0.005,0,0.224210624129881
0.355,0.005,0,0.224210624129881
0.365,0.005,0,0.224210624129881
0.375,0.005,0,0.224210624129881
0.385,0.005,0,0.224210624129881
0.395,0.005,0,0.224210624129881
0.405,0.005,0,0.224210624129881
0.415,0.005,0,0.224210624129881
0.425,0.005,0,0.224210624129881
0.435,0.005,0,0.224210624129881
0.445,0.005,0,0.224210624129881
0.455,0.005,0,0.224210624129881
0.465,0.005,0,0.224210624129881
0.475,0.005,0,0.224210624129881
0.485,0.005,0,0.224210624129881
0.495,0.005,0,0.224210624129881
0.505,0.005,0,0.224210624129881
0.515,0.005,0,0.224210624129881
0.525,0.005,0,0.224210624129881
0.535,0.005,0,0.224210624129881
0.545,0.005,0,0.224210624129881
0.555,0.005,0,0.224210624129881
0.565,0.005,0,0.224210624129881
0.575,0.005,0,0.224210624129881
0.585,0.005,0,0.224210624129881
0.595,0.005,0,0.224210624129881
0.605,0.005,0,0.224210624129881
0.615,0.005,0,0.224210624129881
0.625,0.005,0,0.224210624129881
0.635,0.005,0,0.224210624129881
0.645,0.005,0,0.224210624129881
0.655,0.005,0,0.224210624129881
0.665,0.005,0,0.224210624129881
0.675,0.005,0,0.224210624129881
0.685,0.005,0,0.224210624129881
0.695,0.005,0,0.224210624129881
0.705,0.005,0,0.224210624129881
0.715,0.005,0,0.224210624129881
0.725,0.005,0,0.224210624129881
0.735,0.005,0,0.224210624129881
0.745,0.005,0,0.224210624129881
0.755,0.005,0,0.224210624129881
0.765,0.005,0,0.224210624129881
0.775,0.005,0,0.224210624129881
0.785,0.005,0,0.224210624129881
0.795,0.005,0,0.224210624129881
0.805,0.005,0,0.224210624129881
0.815,0.005,0,0.224210624129881
0.825,0.005,0,0.224210624129881
0.835,0.005,0,0.224210624129881
0.845,0.005,0,0.224210624129881
0.855,0.005,0,0.224210624129881
0.865,0.005,0,0.224210624129881
0.875,0.005,0,0.224210624129881
0.885,0.005,0,0.224210624129881
0.895,0.005,0,0.224210624129881
0.905,0.005,0,0.224210624129881
0.915,0.005,0,0.224210624129881
0.925,0.005,0,0.224210624129881
0.935,0.005,0,0.224210624129881
0.945,0.005,0,0.224210624129881
0.955,0.005,0,0.224210624129881
0.965,0.005,0,0.224210624129881
0.975,0.005,0,0.224210624129881
0.985,0.005,0,0.224210624129881
0.995,0.005,0,0.224210624129881
1.005,0.005,0,0.224210624129881
1.015,0.005,0,0.224210624129881
1.025,0.005,0,0.224210624129881
1.035,0.005,0,0.224210624129881
1.045,0.005,0,0.224210624129881
1.055,0.005,0,0.224210624129881
1.065,0.005,0,0.224210624129881
1.075,0.005,0,0.224210624129881
1.085,0.005,0,0.224210624129881
1.095,0.005,0,0.224210624129881
1.105,0.005,0,0.224210624129881
1.115,0.005,0,0.224210624129881
1.125,0.005,0,0.224210624129881
1.135,0.005,0,0.224210624129881
1.145,0.005,0,0.224210624129881
1.155,0.005,0,0.224210624129881
1.165,0.005,0,0.224210624129881
1.175,0.005,0,0.224210624129881
1.185,0.005,0,0.224210624129881
1.195,0.005,0,0.224210624129881
1.205,0.005,0,0.224210624129881
1.215,0.005,0,0.224210624129881
1.225,0.005,0,0.224210624129881
1.235,0.005,0,0.224210624129881
1.245,0.005,0,0.224210624129881
1.255,0.005,0,0.224210624129881
1.265,0.005,0,0.224210624129881
1.275,0.005,0,0.224210624129881
1.285,0.005,0,0.224210624129881
1.295,0.005,0,0.224210624129881
1.305,0.005,0,0.224210624129881
1.315,0.005,0,0.224210624129881
1.325,0.005,0,0.224210624129881
1.335,0.005,0,0.224210624129881
1.345,0.005,0,0.224210624129881
1.355,0.005,0,0.224210624129881
1.365,0.005,0,0.224210624129881
1.375,0.005,0,0.224210624129881
1.385,0.005,0,0.224210624129881
1.395,0.005,0,0.224210624129881
1.405,0.005,0,0.224210624129881
1.415,0.005,0,0.224210624129881
1.425,0.005,0,0.224210624129881
1.435,0.005,0,0.224210624129881
1.445,0.005,0,0.224210624129881
1.455,0.005,0,0.224210624129881
1.465,0.005,0,0.224210624129881
1.475,0.005,0,0.224210624129881
1.485,0.005,0,0.224210624129881
1.495,0.005,0,0.224210624129881
1.505,0.005,0,0.224210624129881
1.515,0.005,0,0.224210624129881
1.525,0.005,0,0.224210624129881
1.535,0.005,0,0.224210624129881
1.545,0.005,0,0.224210624129881
1.555,0.005,0,0.224210624129881
1.565,0.005,0,0.224210624129881
1.575,0.005,0,0.224210624129881
1.585,0.005,0,0.224210624129881
1.595,0.005,0,0.224210624129881
1.605,0.005,0,0.224210624129881
1.615,0.005,0,0.224210624129881
1.625,0.005,0,0.224210624129881
1.635,0.005,0,0.224210624129881
1.645,0.005,0,0.224210624129881
1.655,0.005,0,0.224210624129881
1.665,0.005,0,0.224210624129881
1.675,0.005,0,0.224210624129881
1.685,0.005,0,0.224210624129881
1.695,0.005,0,0.224210624129881
1.705,0.005,0,0.224210624129881
1.715,0.005,0,0.224210624129881
1.725,0.005,0,0.224210624129881
1.735,0.005,0,0.224210624129881
1.745,0.005,0,0.224210624129881
1.755,0.005,0,0.224210624129881
1.765,0.005,0,0.224210624129881
1.775,0.005,0,0.224210624129881
1.785,0.005,0,0.224210624129881
1.795,0.005,0,0.224210624129881
1.805,0.005,0,0.224210624129881
1.815,0.005,0,0.224210624129881
1.825,0.005,0,0.224210624129881
1.835,0.005,0,0.224210624129881
1.845,0.005,0,0.224210624129881
1.855,0.005,0,0.224210624129881
1.865,0.005,0,0.224210624129881
1.875,0.005,0,0.224210624129881
1.885,0.005,0,0.224210624129881
1.895,0.005,0,0.224210624129881
1.905,0.005,0,0.224210624129881
1.915,0.005,0,0.224210624129881
1.925,0.005,0,0.224210624129881
1.935,0.005,0,0.224210624129881
1.945,0.005,0,0.224210624129881
1.955,0.005,0,0.224210624129881
1.965,0.005,0,0.224210624129881
1.975,0.005,0,0.224210624129881
1.985,0.005,0,0.224210624129881
1.995,0.005,0,0.224210624129881
2.005,0.005,0,0.224210624129881
2.015,0.005,0,0.224210624129881
2.025,0.005,0,0.224210624129881
2.035,0.005,0,0.224210624129881
2.045,0.005,0,0.224210624129881
2.055,0.005,0,0.224210624129881
2.065,0.005,0,0.224210624129881
2.075,0.005,0,0.224210624129881
2.085,0.005,0,0.224210624129881
2.095,0.005,0,0.224210624129881
2.105,0.005,0,0.224210624129881
2.115,0.005,0,0.224210624129881
2.125,0.005,0,0.224210624129881
2.135,0.005,0,0.224210624129881
2.145,0.005,0,0.224210624129881
2.155,0.005,0,0.224210624129881
2.165,0.005,0,0.224210624129881
2.175,0.005,0,0.224210624129881
2.185,0.005,0,0.224210624129881
2.195,0.005,0,0.224210624129881
2.205,0.005,0,0.224210624129881
2.215,0.005,0,0.224210624129881
2.225,0.005,0,0.224210624129881
2.235,0.005,0,0.224210624129881
2.245,0.005,0,0.224210624129881
2.255,0.005,0,0.224210624129881
2.265,0.005,0,0.224210624129881
2.275,0.005,0,0.224210624129881
2.285,0.005,0,0.224210624129881
2.295,0.005,0,0.224210624129881
2.305,0.005,0,0.224210624129881
2.315,0.005,0,0.224210624129881
2.325,0.005,0,0.224210624129881
2.335,0.005,0,0.224210624129881
2.345,0.005,0,0.224210624129881
2.355,0.005,0,0.224210624129881
2.365,0.005,0,0.224210624129881
2.375,0.005,0,0.224210624129881
2.385,0.005,0,0.224210624129881
2.395,0.005,0,0.224210624129881
2.405,0.005,0,0.224210624129881
2.415,0.005,0,0.224210624129881
2.425,0.005,0,0.224210624129881
2.435,0.005,0,0.224210624129881
2.445,0.005,0,0.224210624129881
2.455,0.005,0,0.224210624129881
2.465,0.005,0,0.224210624129881
2.475,0.005,0,0.224210624129881
2.485,0.005,0,0.224210624129881
2.495,0.005,0,0.224210624129881
2.505,0.005,0,0.224210624129881
2.515,0.005,0,0.224210624129881
2.525,0.005,0,0.224210624129881
2.535,0.005,0,0.224210624129881
2.545,0.005,0,0.224210624129881
2.555,0.005,0,0.224210624129881
2.565,0.005,0,0.224210624129881
2.575,0.005,0,0.224210624129881
2.585,0.005,0,0.224210624129881
2.595,0.005,0,0.224210624129881
2.605,0.005,0,0.224210624129881
2.615,0.005,0,0.224210624129881
2.625,0.005,0,0.224210624129881
2.635,0.005,0,0.224210624129881
2.645,0.005,0,0.224210624129881
2.655,0.005,0,0.224210624129881
2.665,0.005,0,0.224210624129881
2.675,0.005,0,0.224210624129881
