x,y,saturation,concentration
0.005,0.005,0,0.225364596869926
0.015,0.005,0,0.225364596869926
0.025,0.005,0,0.225364596869926
0.035,0.005,0,0.225364596869926
0.045,0.005,0,0.225364596869926
0.055,0.005,0,0.225364596869926
0.065,0.005,0,0.225364596869926
0.075,0.005,0,0.225364596869926
0.085,0.005,0,0.225364596869926
0.095,0.005,0,0.225364596869926
0.105,0.005,0,0.225364596869926
0.115,0.005,0,0.225364596869926
0.125,0.005,0,0.225364596869926
0.135,0.005,0,0.225364596869926
0.145,0.005,0,0.225364596869926
0.155,0.005,0,0.225364596869926
0.165,0.005,0,0.225364596869926
0.175,0.005,0,0.225364596869926
0.185,0.005,0,0.225364596869926
0.195,0.005,0,0.225364596869926
0.205,0.005,0,0.225364596869926
0.215,0.005,0,0.225364596869926
0.225,0.005,0,0.225364596869926
0.235,0.005,0,0.225364596869926
0.245,0.005,0,0.225364596869926
0.255,0.005,0,0.225364596869926
0.265,0.005,0,0.225364596869926
0.275,0.005,0,0.225364596869926
0.285,0.005,0,0.225364596869926
0.295,0.005,0,0.225364596869926
0.305,0.005,0,0.225364596869926
0.315,0.005,0,0.225364596869926
0.325,0.005,0,0.225364596869926
0.335,0.005,0,0.225364596869926
0.345,0.005,0,0.226518569609971
0.355,0.005,0,0.226518569609971
0.365,0.005,0,0.236038844714831
0.375,0.005,0,0.236038844714831
0.385,0.005,0,0.279601315649993
0.395,0.005,0,0.279601315649993
0.405,0.005,0,0.386055300914878
0.415,0.005,0,0.386055300914878
0.425,0.005,0,0.53722572985497
0.435,0.005,0,0.53722572985497
0.445,0.005,0,0.68551122694495
0.455,0.005,0,0.68551122694495
0.465,0.005,0,0.800620007759832
0.475,0.005,0,0.800620007759832
0.485,0.005,0,0.875339742674958
0.495,0.005,0,0.875339742674958
0.505,0.005,0,0.916017281759894
0.515,0.005,0,0.916017281759894
0.525,0.005,0,0.938519750189975
0.535,0.005,0,0.938519750189975
0.545,0.005,0,0.953809888994946
0.555,0.005,0,0.953809888994946
0.565,0.005,0,0.963907150469941
0.575,0.005,0,0.963907150469941
0.585,0.005,0,0.968523041429894
0.595,0.005,0,0.968523041429894
0.605,0.005,0,0.969965507354893
0.615,0.005,0,0.969965507354893
0.625,0.005,0,0.970542493724916
0.635,0.005,0,0.970542493724916
0.645,0.005,0,0.975158384684982
0.655,0.005,0,0.975158384684982
0.665,0.005,0,0.993044962154996
0.675,0.005,0,0.993044962154996
0.685,0.005,0,0.978908796090071
0.695,0.005,0,0.978908796090071
0.705,0.005,0,0.977466330164958
0.715,0.005,0,0.977466330164958
0.725,0.005,0,0.97948578245998
0.735,0.005,0,0.97948578245998
0.745,0.005,0,0.980351262014843
0.755,0.005,0,0.980351262014843
0.765,0.005,0,0.976600850609981
0.775,0.005,0,0.976600850609981
0.785,0.005,0,0.966215095949804
0.795,0.005,0,0.966215095949804
0.805,0.005,0,0.950924957144947
0.815,0.005,0,0.950924957144947
0.825,0.005,0,0.925826050049935
0.835,0.005,0,0.925826050049935
0.845,0.005,0,0.876493715414889
0.855,0.005,0,0.876493715414889
0.865,0.005,0,0.789368773544905
0.875,0.005,0,0.789368773544905
0.885,0.005,0,0.661854785775051
0.895,0.005,0,0.661854785775051
0.905,0.005,0,0.506933945429983
0.915,0.005,0,0.506933945429983
0.925,0.005,0,0.360667900634912
0.935,0.005,0,0.360667900634912
0.945,0.005,0,0.267484601879975
0.955,0.005,0,0.267484601879975
0.965,0.005,0,0.233153912864832
0.975,0.005,0,0.233153912864832
0.985,0.005,0,0.226230076424903
0.995,0.005,0,0.226230076424903
1.005,0.005,0,0.225364596869926
1.015,0.005,0,0.225364596869926
1.025,0.005,0,0.225364596869926
1.035,0.005,0,0.225364596869926
1.045,0.005,0,0.225364596869926
1.055,0.005,0,0.225364596869926
1.065,0.005,0,0.225364596869926
1.075,0.005,0,0.225364596869926
1.085,0.005,0,0.225364596869926
1.095,0.005,0,0.225364596869926
1.105,0.005,0,0.225364596869926
1.115,0.005,0,0.225364596869926
1.125,0.005,0,0.225364596869926
1.135,0.005,0,0.225364596869926
1.145,0.005,0,0.225364596869926
1.155,0.005,0,0.225364596869926
1.165,0.005,0,0.225364596869926
1.175,0.005,0,0.225364596869926
1.185,0.005,0,0.225364596869926
1.195,0.005,0,0.225364596869926
1.205,0.005,0,0.225364596869926
1.215,0.005,0,0.225364596869926
1.225,0.005,0,0.225364596869926
1.235,0.005,0,0.225364596869926
1.245,0.005,0,0.225364596869926
1.255,0.005,0,0.225364596869926
1.265,0.005,0,0.225364596869926
1.275,0.005,0,0.225364596869926
1.285,0.005,0,0.225364596869926
1.295,0.005,0,0.225364596869926
1.305,0.005,0,0.225364596869926
1.315,0.005,0,0.225364596869926
1.325,0.005,0,0.225364596869926
1.335,0.005,0,0.225364596869926
1.345,0.005,0,0.225364596869926
1.355,0.005,0,0.225364596869926
1.365,0.005,0,0.225364596869926
1.375,0.005,0,0.225364596869926
1.385,0.005,0,0.225364596869926
1.395,0.005,0,0.225364596869926
1.405,0.005,0,0.225364596869926
1.415,0.005,0,0.225364596869926
1.425,0.005,0,0.225364596869926
1.435,0.005,0,0.225364596869926
1.445,0.005,0,0.225364596869926
1.455,0.005,0,0.225364596869926
1.465,0.005,0,0.225364596869926
1.475,0.005,0,0.225364596869926
1.485,0.005,0,0.225364596869926
1.495,0.005,0,0.225364596869926
1.505,0.005,0,0.225364596869926
1.515,0.005,0,0.225364596869926
1.525,0.005,0,0.225364596869926
1.535,0.005,0,0.225364596869926
1.545,0.005,0,0.225364596869926
1.555,0.005,0,0.225364596869926
1.565,0.005,0,0.225364596869926
1.575,0.005,0,0.225364596869926
1.585,0.005,0,0.225364596869926
1.595,0.005,0,0.225364596869926
1.605,0.005,0,0.225364596869926
1.615,0.005,0,0.225364596869926
1.625,0.005,0,0.225364596869926
1.635,0.005,0,0.225364596869926
1.645,0.005,0,0.225364596869926
1.655,0.005,0,0.225364596869926
1.665,0.005,0,0.225364596869926
1.675,0.005,0,0.225364596869926
1.685,0.005,0,0.225364596869926
1.695,0.005,0,0.225364596869926
1.705,0.005,0,0.225364596869926
1.715,0.005,0,0.225364596869926
1.725,0.005,0,0.225364596869926
1.735,0.005,0,0.225364596869926
1.745,0.005,0,0.225364596869926
1.755,0.005,0,0.225364596869926
1.765,0.005,0,0.225364596869926
1.775,0.005,0,0.225364596869926
1.785,0.005,0,0.225364596869926
1.795,0.005,0,0.225364596869926
1.805,0.005,0,0.225364596869926
1.815,0.005,0,0.225364596869926
