x,y,saturation,concentration
0.005,0.005,0,0
0.015,0.005,0,0
0.025,0.005,0,0
0.035,0.005,0,0.917986994105661
0.045,0.005,0,0.917986994105661
0.055,0.005,0,0.958056451537785
0.065,0.005,0,0.958056451537785
0.075,0.005,0,0.987370787748037
0.085,0.005,0,0.987370787748037
0.095,0.005,0,1.01227434745204
0.105,0.005,0,1.01227434745204
0.115,0.005,0,1.03200579629337
0.125,0.005,0,1.03200579629337
0.135,0.005,0,1.04534497165051
0.145,0.005,0,1.04534497165051
0.155,0.005,0,1.05361421300211
0.165,0.005,0,1.05361421300211
0.175,0.005,0,1.05801654211563
0.185,0.005,0,1.05801654211563
0.195,0.005,0,1.05916064304039
0.205,0.005,0,1.05916064304039
0.215,0.005,0,1.05723523064922
0.225,0.005,0,1.05723523064922
0.235,0.005,0,1.05230714874358
0.245,0.005,0,1.05230714874358
0.255,0.005,0,1.04518251120251
0.265,0.005,0,1.04518251120251
0.275,0.005,0,1.03784353611428
0.285,0.005,0,1.03784353611428
0.295,0.005,0,1.03196916743535
0.305,0.005,0,1.03196916743535
0.315,0.005,0,1.02874973506791
0.325,0.005,0,1.02874973506791
0.335,0.005,0,1.02819631330515
0.345,0.005,0,1.02819631330515
0.355,0.005,0,1.03026189995799
0.365,0.005,0,1.03026189995799
0.375,0.005,0,1.03556151809522
0.385,0.005,0,1.03556151809522
0.395,0.005,0,1.04066052558743
0.405,0.005,0,1.04066052558743
0.415,0.005,0,1.04272783152169
0.425,0.005,0,1.04272783152169
0.435,0.005,0,1.041349490529
0.445,0.005,0,1.041349490529
0.455,0.005,0,1.03851182162655
0.465,0.005,0,1.03851182162655
0.475,0.005,0,1.03502354912159
0.485,0.005,0,1.03502354912159
0.495,0.005,0,1.03104796360415
0.505,0.005,0,1.03104796360415
0.515,0.005,0,1.0262317274136
0.525,0.005,0,1.0262317274136
0.535,0.005,0,1.02021716949906
0.545,0.005,0,1.02021716949906
0.555,0.005,0,1.0127698781113
0.565,0.005,0,1.0127698781113
0.575,0.005,0,1.00920212142648
0.585,0.005,0,1.00920212142648
0.595,0.005,0,1.00796676797029
0.605,0.005,0,1.00796676797029
0.615,0.005,0,1.00864245880546
0.625,0.005,0,1.00864245880546
0.635,0.005,0,1.01116009965245
0.645,0.005,0,1.01116009965245
0.655,0.005,0,1.01565720233699
0.665,0.005,0,1.01565720233699
0.675,0.005,0,1.02307731300847
0.685,0.005,0,1.02307731300847
0.695,0.005,0,1.02527787576595
0.705,0.005,0,1.02527787576595
0.715,0.005,0,1.02320514143642
0.725,0.005,0,1.02320514143642
